Transaccion_id,Fecha_transcc,Cliente_id,Factura,Fecha_Factura,Item,Precio_unitario,Cantidad,Subtotal,IVA_12,Total_Factura,Forma_pago
4337,"2021-04-23 00:00:00",228,F-000-04337,"2021-04-23 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4338,"2021-03-15 00:00:00",113,F-000-04338,"2021-03-15 00:00:00",Pack-A,150,5,750,90,840,Credito
4339,"2021-05-26 00:00:00",165,F-000-04339,"2021-05-26 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4340,"2021-01-13 00:00:00",357,F-000-04340,"2021-01-13 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4341,"2021-01-28 00:00:00",262,F-000-04341,"2021-01-28 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4342,"2021-02-10 00:00:00",77,F-000-04342,"2021-02-10 00:00:00",Pack-B,250,2,500,60,560,Credito
4343,"2021-05-05 00:00:00",226,F-000-04343,"2021-05-05 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4344,"2021-06-23 00:00:00",95,F-000-04344,"2021-06-23 00:00:00",Pack-A,150,6,900,108,1008,Credito
4345,"2021-05-03 00:00:00",439,F-000-04345,"2021-05-03 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4346,"2021-03-10 00:00:00",486,F-000-04346,"2021-03-10 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4347,"2021-06-14 00:00:00",157,F-000-04347,"2021-06-14 00:00:00",Pack-A,150,1,150,18,168,Credito
4348,"2021-03-01 00:00:00",142,F-000-04348,"2021-03-01 00:00:00",Pack-B,250,3,750,90,840,Credito
4349,"2021-01-13 00:00:00",443,F-000-04349,"2021-01-13 00:00:00",Pack-A,150,2,300,36,336,Credito
4350,"2021-04-01 00:00:00",325,F-000-04350,"2021-04-01 00:00:00",Pack-A,150,5,750,90,840,Credito
4351,"2021-01-08 00:00:00",262,F-000-04351,"2021-01-08 00:00:00",Pack-A,150,5,750,90,840,Credito
4352,"2021-05-04 00:00:00",253,F-000-04352,"2021-05-04 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4353,"2021-02-08 00:00:00",358,F-000-04353,"2021-02-08 00:00:00",Pack-C,350,1,350,42,392,Credito
4354,"2021-03-08 00:00:00",461,F-000-04354,"2021-03-08 00:00:00",Pack-B,250,1,250,30,280,Credito
4355,"2021-05-04 00:00:00",226,F-000-04355,"2021-05-04 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4356,"2021-05-19 00:00:00",468,F-000-04356,"2021-05-19 00:00:00",Pack-A,150,1,150,18,168,Credito
4357,"2021-04-20 00:00:00",439,F-000-04357,"2021-04-20 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4358,"2021-06-09 00:00:00",197,F-000-04358,"2021-06-09 00:00:00",Pack-A,150,4,600,72,672,Credito
4359,"2021-02-08 00:00:00",213,F-000-04359,"2021-02-08 00:00:00",Pack-A,150,3,450,54,504,Credito
4360,"2021-01-20 00:00:00",298,F-000-04360,"2021-01-20 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4361,"2021-03-25 00:00:00",228,F-000-04361,"2021-03-25 00:00:00",Pack-A,150,6,900,108,1008,Credito
4362,"2021-06-28 00:00:00",164,F-000-04362,"2021-06-28 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4363,"2021-01-13 00:00:00",142,F-000-04363,"2021-01-13 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4364,"2021-01-13 00:00:00",430,F-000-04364,"2021-01-13 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4365,"2021-06-25 00:00:00",309,F-000-04365,"2021-06-25 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4366,"2021-01-28 00:00:00",185,F-000-04366,"2021-01-28 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4367,"2021-06-25 00:00:00",77,F-000-04367,"2021-06-25 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4368,"2021-06-09 00:00:00",324,F-000-04368,"2021-06-09 00:00:00",Pack-A,150,4,600,72,672,Credito
4369,"2021-06-03 00:00:00",329,F-000-04369,"2021-06-03 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4370,"2021-01-12 00:00:00",281,F-000-04370,"2021-01-12 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4371,"2021-03-23 00:00:00",141,F-000-04371,"2021-03-23 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4372,"2021-05-18 00:00:00",329,F-000-04372,"2021-05-18 00:00:00",Pack-B,250,8,2000,240,2240,Credito
4373,"2021-04-13 00:00:00",226,F-000-04373,"2021-04-13 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4374,"2021-03-31 00:00:00",191,F-000-04374,"2021-03-31 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4375,"2021-03-15 00:00:00",306,F-000-04375,"2021-03-15 00:00:00",Pack-C,350,8,2800,336,3136,Credito
4376,"2021-03-11 00:00:00",443,F-000-04376,"2021-03-11 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4377,"2021-02-19 00:00:00",157,F-000-04377,"2021-02-19 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4378,"2021-03-25 00:00:00",191,F-000-04378,"2021-03-25 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4379,"2021-06-03 00:00:00",253,F-000-04379,"2021-06-03 00:00:00",Pack-B,250,8,2000,240,2240,Credito
4380,"2021-05-17 00:00:00",228,F-000-04380,"2021-05-17 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4381,"2021-06-18 00:00:00",185,F-000-04381,"2021-06-18 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4382,"2021-06-18 00:00:00",262,F-000-04382,"2021-06-18 00:00:00",Pack-C,350,1,350,42,392,Credito
4383,"2021-01-05 00:00:00",358,F-000-04383,"2021-01-05 00:00:00",Pack-B,250,2,500,60,560,Credito
4384,"2021-06-04 00:00:00",191,F-000-04384,"2021-06-04 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4385,"2021-06-22 00:00:00",324,F-000-04385,"2021-06-22 00:00:00",Pack-A,150,4,600,72,672,Credito
4386,"2021-04-02 00:00:00",254,F-000-04386,"2021-04-02 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4387,"2021-01-29 00:00:00",113,F-000-04387,"2021-01-29 00:00:00",Pack-C,350,8,2800,336,3136,Credito
4388,"2021-03-12 00:00:00",298,F-000-04388,"2021-03-12 00:00:00",Pack-A,150,4,600,72,672,Credito
4389,"2021-05-26 00:00:00",26,F-000-04389,"2021-05-26 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4390,"2021-05-14 00:00:00",142,F-000-04390,"2021-05-14 00:00:00",Pack-A,150,5,750,90,840,Credito
4391,"2021-03-24 00:00:00",254,F-000-04391,"2021-03-24 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4392,"2021-03-18 00:00:00",351,F-000-04392,"2021-03-18 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4393,"2021-06-03 00:00:00",500,F-000-04393,"2021-06-03 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4394,"2021-05-24 00:00:00",141,F-000-04394,"2021-05-24 00:00:00",Pack-C,350,2,700,84,784,Credito
4395,"2021-05-18 00:00:00",229,F-000-04395,"2021-05-18 00:00:00",Pack-A,150,1,150,18,168,Credito
4396,"2021-06-25 00:00:00",325,F-000-04396,"2021-06-25 00:00:00",Pack-C,350,2,700,84,784,Credito
4397,"2021-04-30 00:00:00",229,F-000-04397,"2021-04-30 00:00:00",Pack-B,250,7,1750,210,1960,Credito
4398,"2021-01-26 00:00:00",113,F-000-04398,"2021-01-26 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4399,"2021-03-08 00:00:00",164,F-000-04399,"2021-03-08 00:00:00",Pack-A,150,1,150,18,168,Credito
4400,"2021-04-19 00:00:00",329,F-000-04400,"2021-04-19 00:00:00",Pack-A,150,5,750,90,840,Credito
4401,"2021-02-18 00:00:00",357,F-000-04401,"2021-02-18 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4402,"2021-06-11 00:00:00",26,F-000-04402,"2021-06-11 00:00:00",Pack-B,250,7,1750,210,1960,Credito
4403,"2021-05-17 00:00:00",329,F-000-04403,"2021-05-17 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4404,"2021-04-19 00:00:00",324,F-000-04404,"2021-04-19 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4405,"2021-03-09 00:00:00",3,F-000-04405,"2021-03-09 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4406,"2021-05-28 00:00:00",358,F-000-04406,"2021-05-28 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4407,"2021-06-21 00:00:00",348,F-000-04407,"2021-06-21 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4408,"2021-01-21 00:00:00",3,F-000-04408,"2021-01-21 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4409,"2021-01-15 00:00:00",3,F-000-04409,"2021-01-15 00:00:00",Pack-A,150,3,450,54,504,Credito
4410,"2021-02-12 00:00:00",467,F-000-04410,"2021-02-12 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4411,"2021-02-03 00:00:00",306,F-000-04411,"2021-02-03 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4412,"2021-04-13 00:00:00",221,F-000-04412,"2021-04-13 00:00:00",Pack-A,150,4,600,72,672,Credito
4413,"2021-03-22 00:00:00",226,F-000-04413,"2021-03-22 00:00:00",Pack-C,350,2,700,84,784,Credito
4414,"2021-03-31 00:00:00",185,F-000-04414,"2021-03-31 00:00:00",Pack-C,350,1,350,42,392,Credito
4415,"2021-01-20 00:00:00",229,F-000-04415,"2021-01-20 00:00:00",Pack-A,150,3,450,54,504,Credito
4416,"2021-04-01 00:00:00",309,F-000-04416,"2021-04-01 00:00:00",Pack-A,150,3,450,54,504,Credito
4417,"2021-01-01 00:00:00",439,F-000-04417,"2021-01-01 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4418,"2021-06-11 00:00:00",142,F-000-04418,"2021-06-11 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4419,"2021-04-20 00:00:00",262,F-000-04419,"2021-04-20 00:00:00",Pack-B,250,1,250,30,280,Credito
4420,"2021-02-16 00:00:00",430,F-000-04420,"2021-02-16 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4421,"2021-03-22 00:00:00",140,F-000-04421,"2021-03-22 00:00:00",Pack-B,250,7,1750,210,1960,Credito
4422,"2021-01-05 00:00:00",324,F-000-04422,"2021-01-05 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4423,"2021-02-02 00:00:00",142,F-000-04423,"2021-02-02 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4424,"2021-04-08 00:00:00",461,F-000-04424,"2021-04-08 00:00:00",Pack-B,250,3,750,90,840,Credito
4425,"2021-03-26 00:00:00",165,F-000-04425,"2021-03-26 00:00:00",Pack-A,150,2,300,36,336,Credito
4426,"2021-05-25 00:00:00",461,F-000-04426,"2021-05-25 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4427,"2021-04-02 00:00:00",281,F-000-04427,"2021-04-02 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4428,"2021-05-20 00:00:00",41,F-000-04428,"2021-05-20 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4429,"2021-03-15 00:00:00",345,F-000-04429,"2021-03-15 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4430,"2021-06-30 00:00:00",461,F-000-04430,"2021-06-30 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4431,"2021-04-13 00:00:00",12,F-000-04431,"2021-04-13 00:00:00",Pack-B,250,1,250,30,280,Credito
4432,"2021-03-17 00:00:00",485,F-000-04432,"2021-03-17 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4433,"2021-02-24 00:00:00",306,F-000-04433,"2021-02-24 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4434,"2021-01-11 00:00:00",259,F-000-04434,"2021-01-11 00:00:00",Pack-A,150,4,600,72,672,Credito
4435,"2021-03-30 00:00:00",298,F-000-04435,"2021-03-30 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4436,"2021-02-15 00:00:00",439,F-000-04436,"2021-02-15 00:00:00",Pack-A,150,2,300,36,336,Credito
4437,"2021-04-07 00:00:00",229,F-000-04437,"2021-04-07 00:00:00",Pack-B,250,1,250,30,280,Credito
4438,"2021-04-09 00:00:00",467,F-000-04438,"2021-04-09 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4439,"2021-06-16 00:00:00",197,F-000-04439,"2021-06-16 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4440,"2021-06-22 00:00:00",95,F-000-04440,"2021-06-22 00:00:00",Pack-B,250,2,500,60,560,Credito
4441,"2021-02-19 00:00:00",254,F-000-04441,"2021-02-19 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4442,"2021-01-25 00:00:00",329,F-000-04442,"2021-01-25 00:00:00",Pack-A,150,6,900,108,1008,Credito
4443,"2021-05-24 00:00:00",185,F-000-04443,"2021-05-24 00:00:00",Pack-A,150,4,600,72,672,Credito
4444,"2021-01-25 00:00:00",77,F-000-04444,"2021-01-25 00:00:00",Pack-B,250,7,1750,210,1960,Credito
4445,"2021-05-12 00:00:00",325,F-000-04445,"2021-05-12 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4446,"2021-03-11 00:00:00",141,F-000-04446,"2021-03-11 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4447,"2021-04-19 00:00:00",221,F-000-04447,"2021-04-19 00:00:00",Pack-B,250,2,500,60,560,Credito
4448,"2021-05-17 00:00:00",197,F-000-04448,"2021-05-17 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4449,"2021-02-17 00:00:00",229,F-000-04449,"2021-02-17 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4450,"2021-01-01 00:00:00",135,F-000-04450,"2021-01-01 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4451,"2021-05-14 00:00:00",357,F-000-04451,"2021-05-14 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4452,"2021-06-10 00:00:00",485,F-000-04452,"2021-06-10 00:00:00",Pack-A,150,3,450,54,504,Credito
4453,"2021-03-19 00:00:00",461,F-000-04453,"2021-03-19 00:00:00",Pack-A,150,4,600,72,672,Credito
4454,"2021-01-12 00:00:00",306,F-000-04454,"2021-01-12 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4455,"2021-05-11 00:00:00",485,F-000-04455,"2021-05-11 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4456,"2021-04-09 00:00:00",358,F-000-04456,"2021-04-09 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4457,"2021-01-21 00:00:00",378,F-000-04457,"2021-01-21 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4458,"2021-04-19 00:00:00",306,F-000-04458,"2021-04-19 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4459,"2021-05-25 00:00:00",342,F-000-04459,"2021-05-25 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4460,"2021-05-05 00:00:00",430,F-000-04460,"2021-05-05 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4461,"2021-02-03 00:00:00",485,F-000-04461,"2021-02-03 00:00:00",Pack-B,250,2,500,60,560,Credito
4462,"2021-02-15 00:00:00",259,F-000-04462,"2021-02-15 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4463,"2021-05-28 00:00:00",26,F-000-04463,"2021-05-28 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4464,"2021-01-14 00:00:00",309,F-000-04464,"2021-01-14 00:00:00",Pack-A,150,1,150,18,168,Credito
4465,"2021-04-01 00:00:00",226,F-000-04465,"2021-04-01 00:00:00",Pack-C,350,1,350,42,392,Credito
4466,"2021-06-15 00:00:00",309,F-000-04466,"2021-06-15 00:00:00",Pack-A,150,2,300,36,336,Credito
4467,"2021-04-28 00:00:00",378,F-000-04467,"2021-04-28 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4468,"2021-05-07 00:00:00",486,F-000-04468,"2021-05-07 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4469,"2021-02-19 00:00:00",213,F-000-04469,"2021-02-19 00:00:00",Pack-C,350,8,2800,336,3136,Credito
4470,"2021-04-09 00:00:00",41,F-000-04470,"2021-04-09 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4471,"2021-01-21 00:00:00",324,F-000-04471,"2021-01-21 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4472,"2021-04-26 00:00:00",197,F-000-04472,"2021-04-26 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4473,"2021-06-23 00:00:00",281,F-000-04473,"2021-06-23 00:00:00",Pack-B,250,8,2000,240,2240,Credito
4474,"2021-01-28 00:00:00",443,F-000-04474,"2021-01-28 00:00:00",Pack-C,350,8,2800,336,3136,Credito
4475,"2021-06-08 00:00:00",226,F-000-04475,"2021-06-08 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4476,"2021-02-08 00:00:00",3,F-000-04476,"2021-02-08 00:00:00",Pack-B,250,3,750,90,840,Credito
4477,"2021-03-17 00:00:00",306,F-000-04477,"2021-03-17 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4478,"2021-02-17 00:00:00",135,F-000-04478,"2021-02-17 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4479,"2021-05-31 00:00:00",191,F-000-04479,"2021-05-31 00:00:00",Pack-A,150,4,600,72,672,Credito
4480,"2021-03-05 00:00:00",262,F-000-04480,"2021-03-05 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4481,"2021-04-29 00:00:00",95,F-000-04481,"2021-04-29 00:00:00",Pack-B,250,2,500,60,560,Credito
4482,"2021-01-13 00:00:00",229,F-000-04482,"2021-01-13 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4483,"2021-04-01 00:00:00",164,F-000-04483,"2021-04-01 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4484,"2021-05-28 00:00:00",461,F-000-04484,"2021-05-28 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4485,"2021-05-04 00:00:00",135,F-000-04485,"2021-05-04 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4486,"2021-04-13 00:00:00",467,F-000-04486,"2021-04-13 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4487,"2021-05-28 00:00:00",165,F-000-04487,"2021-05-28 00:00:00",Pack-B,250,2,500,60,560,Credito
4488,"2021-05-21 00:00:00",262,F-000-04488,"2021-05-21 00:00:00",Pack-C,350,2,700,84,784,Credito
4489,"2021-05-10 00:00:00",253,F-000-04489,"2021-05-10 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4490,"2021-01-11 00:00:00",254,F-000-04490,"2021-01-11 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4491,"2021-03-11 00:00:00",378,F-000-04491,"2021-03-11 00:00:00",Pack-B,250,7,1750,210,1960,Credito
4492,"2021-02-17 00:00:00",164,F-000-04492,"2021-02-17 00:00:00",Pack-C,350,1,350,42,392,Credito
4493,"2021-02-23 00:00:00",157,F-000-04493,"2021-02-23 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4494,"2021-02-08 00:00:00",348,F-000-04494,"2021-02-08 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4495,"2021-01-27 00:00:00",185,F-000-04495,"2021-01-27 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4496,"2021-05-14 00:00:00",439,F-000-04496,"2021-05-14 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4497,"2021-03-03 00:00:00",306,F-000-04497,"2021-03-03 00:00:00",Pack-A,150,5,750,90,840,Credito
4498,"2021-01-06 00:00:00",439,F-000-04498,"2021-01-06 00:00:00",Pack-B,250,4,1000,120,1120,Credito
4499,"2021-03-08 00:00:00",228,F-000-04499,"2021-03-08 00:00:00",Pack-B,250,3,750,90,840,Credito
4500,"2021-05-05 00:00:00",254,F-000-04500,"2021-05-05 00:00:00",Pack-B,250,2,500,60,560,Credito
4501,"2021-03-16 00:00:00",358,F-000-04501,"2021-03-16 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4502,"2021-05-13 00:00:00",197,F-000-04502,"2021-05-13 00:00:00",Pack-A,150,2,300,36,336,Credito
4503,"2021-06-04 00:00:00",26,F-000-04503,"2021-06-04 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4504,"2021-02-17 00:00:00",197,F-000-04504,"2021-02-17 00:00:00",Pack-A,150,5,750,90,840,Credito
4505,"2021-04-02 00:00:00",259,F-000-04505,"2021-04-02 00:00:00",Pack-C,350,1,350,42,392,Credito
4506,"2021-03-03 00:00:00",157,F-000-04506,"2021-03-03 00:00:00",Pack-A,150,6,900,108,1008,Credito
4507,"2021-04-29 00:00:00",345,F-000-04507,"2021-04-29 00:00:00",Pack-B,250,3,750,90,840,Credito
4508,"2021-03-09 00:00:00",485,F-000-04508,"2021-03-09 00:00:00",Pack-A,150,4,600,72,672,Credito
4509,"2021-04-23 00:00:00",197,F-000-04509,"2021-04-23 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4510,"2021-03-31 00:00:00",221,F-000-04510,"2021-03-31 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4511,"2021-05-11 00:00:00",468,F-000-04511,"2021-05-11 00:00:00",Pack-B,250,3,750,90,840,Credito
4512,"2021-03-26 00:00:00",221,F-000-04512,"2021-03-26 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4513,"2021-02-22 00:00:00",309,F-000-04513,"2021-02-22 00:00:00",Pack-B,250,1,250,30,280,Credito
4514,"2021-06-04 00:00:00",135,F-000-04514,"2021-06-04 00:00:00",Pack-B,250,3,750,90,840,Credito
4515,"2021-02-18 00:00:00",281,F-000-04515,"2021-02-18 00:00:00",Pack-B,250,3,750,90,840,Credito
4516,"2021-01-22 00:00:00",41,F-000-04516,"2021-01-22 00:00:00",Pack-B,250,3,750,90,840,Credito
4517,"2021-05-03 00:00:00",306,F-000-04517,"2021-05-03 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4518,"2021-03-23 00:00:00",461,F-000-04518,"2021-03-23 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4519,"2021-01-18 00:00:00",342,F-000-04519,"2021-01-18 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4520,"2021-02-04 00:00:00",324,F-000-04520,"2021-02-04 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4521,"2021-02-17 00:00:00",12,F-000-04521,"2021-02-17 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4522,"2021-04-19 00:00:00",42,F-000-04522,"2021-04-19 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4523,"2021-03-05 00:00:00",95,F-000-04523,"2021-03-05 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4524,"2021-02-23 00:00:00",348,F-000-04524,"2021-02-23 00:00:00",Pack-C,350,4,1400,168,1568,Credito
4525,"2021-04-13 00:00:00",281,F-000-04525,"2021-04-13 00:00:00",Pack-B,250,8,2000,240,2240,Credito
4526,"2021-02-16 00:00:00",229,F-000-04526,"2021-02-16 00:00:00",Pack-A,150,9,1350,162,1512,Credito
4527,"2021-03-16 00:00:00",467,F-000-04527,"2021-03-16 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4528,"2021-05-25 00:00:00",430,F-000-04528,"2021-05-25 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4529,"2021-01-14 00:00:00",142,F-000-04529,"2021-01-14 00:00:00",Pack-A,150,5,750,90,840,Credito
4530,"2021-06-03 00:00:00",485,F-000-04530,"2021-06-03 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4531,"2021-06-25 00:00:00",281,F-000-04531,"2021-06-25 00:00:00",Pack-B,250,9,2250,270,2520,Credito
4532,"2021-03-22 00:00:00",461,F-000-04532,"2021-03-22 00:00:00",Pack-C,350,5,1750,210,1960,Credito
4533,"2021-06-08 00:00:00",77,F-000-04533,"2021-06-08 00:00:00",Pack-A,150,1,150,18,168,Credito
4534,"2021-01-27 00:00:00",281,F-000-04534,"2021-01-27 00:00:00",Pack-C,350,1,350,42,392,Credito
4535,"2021-02-19 00:00:00",468,F-000-04535,"2021-02-19 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4536,"2021-01-01 00:00:00",141,F-000-04536,"2021-01-01 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4537,"2021-01-01 00:00:00",358,F-000-04537,"2021-01-01 00:00:00",Pack-C,350,9,3150,378,3528,Credito
4538,"2021-03-18 00:00:00",141,F-000-04538,"2021-03-18 00:00:00",Pack-A,150,5,750,90,840,Credito
4539,"2021-01-25 00:00:00",259,F-000-04539,"2021-01-25 00:00:00",Pack-A,150,5,750,90,840,Credito
4540,"2021-04-26 00:00:00",306,F-000-04540,"2021-04-26 00:00:00",Pack-C,350,1,350,42,392,Credito
4541,"2021-01-06 00:00:00",262,F-000-04541,"2021-01-06 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4542,"2021-04-07 00:00:00",342,F-000-04542,"2021-04-07 00:00:00",Pack-C,350,7,2450,294,2744,Credito
4543,"2021-06-14 00:00:00",467,F-000-04543,"2021-06-14 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4544,"2021-05-24 00:00:00",486,F-000-04544,"2021-05-24 00:00:00",Pack-A,150,6,900,108,1008,Credito
4545,"2021-06-08 00:00:00",253,F-000-04545,"2021-06-08 00:00:00",Pack-B,250,6,1500,180,1680,Credito
4546,"2021-02-25 00:00:00",253,F-000-04546,"2021-02-25 00:00:00",Pack-C,350,2,700,84,784,Credito
4547,"2021-06-17 00:00:00",213,F-000-04547,"2021-06-17 00:00:00",Pack-B,250,5,1250,150,1400,Credito
4548,"2021-06-01 00:00:00",357,F-000-04548,"2021-06-01 00:00:00",Pack-C,350,3,1050,126,1176,Credito
4549,"2021-04-01 00:00:00",140,F-000-04549,"2021-04-01 00:00:00",Pack-B,250,3,750,90,840,Credito
4550,"2021-05-14 00:00:00",324,F-000-04550,"2021-05-14 00:00:00",Pack-A,150,6,900,108,1008,Credito
4551,"2021-05-10 00:00:00",351,F-000-04551,"2021-05-10 00:00:00",Pack-B,250,2,500,60,560,Credito
4552,"2021-02-18 00:00:00",253,F-000-04552,"2021-02-18 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4553,"2021-03-15 00:00:00",443,F-000-04553,"2021-03-15 00:00:00",Pack-C,350,6,2100,252,2352,Credito
4554,"2021-04-09 00:00:00",140,F-000-04554,"2021-04-09 00:00:00",Pack-C,350,2,700,84,784,Credito
4555,"2021-03-30 00:00:00",325,F-000-04555,"2021-03-30 00:00:00",Pack-A,150,7,1050,126,1176,Credito
4556,"2021-06-01 00:00:00",135,F-000-04556,"2021-06-01 00:00:00",Pack-B,250,8,2000,240,2240,Credito
4557,"2021-06-30 00:00:00",262,F-000-04557,"2021-06-30 00:00:00",Pack-A,150,1,150,18,168,Credito
4558,"2021-02-05 00:00:00",213,F-000-04558,"2021-02-05 00:00:00",Pack-B,250,1,250,30,280,Credito
4559,"2021-02-05 00:00:00",142,F-000-04559,"2021-02-05 00:00:00",Pack-C,350,1,350,42,392,Credito
4560,"2021-04-27 00:00:00",348,F-000-04560,"2021-04-27 00:00:00",Pack-A,150,8,1200,144,1344,Credito
4561,"2021-05-19 00:00:00",358,F-000-04561,"2021-05-19 00:00:00",Pack-C,350,1,350,42,392,Credito
4562,"2021-04-23 00:00:00",430,F-000-04562,"2021-04-23 00:00:00",Pack-B,250,7,1750,210,1960,Credito
4563,"2021-01-11 00:00:00",135,F-000-04563,"2021-01-11 00:00:00",Pack-A,150,8,1200,144,1344,Credito
